;nome;preco;descricao
1441;Fraldinha bife;R$ 44,90/kg;A partir de 500g
1442;Bovino Bucho;R$ 14,90/kg;A partir de 500g
1443;Perdigão Chester Com Azeite Ervas;R$ 10,90/kg;A partir de 3500g
1444;Super Frango Filé de Peito Congelado;R$ 19,90;1 Kg
1445;Super Frango Filezinho De Sassami Congelado;R$ 19,90;1 Kg
1446;Super Frango Frango à Passarinho Congelado;R$ 13,90;1 Kg
1447;Sadia Ave Supreme;R$ 9,90/kg;A partir de 500g
1448;Super Frango Coxinhas de Asas;R$ 15,90;1 Kg
1449;Sadia Empanado Steak à Base de Frango;R$ 2,49;100 g
1450;Asa Frango Resfriado Super Frango;R$ 16,90/kg;A partir de 500g
1451;Sadia Peito de Frango Cozido em Cubos;R$ 17,90;400 g
1452;Seara Coxinha da Asa de Frango;R$ 17,90;1 Kg
1453;Coração Frango Resfriado Super Frango;R$ 39,90/kg;A partir de 500g
1454;Super Frango Filé De Peito Congelado;R$ 21,90;1 Kg
1455;Filé Peito Frango Resfriado Super Frango;R$ 21,90/kg;A partir de 500g
1456;Perdigão Chester Congelado;R$ 10,90/kg;A partir de 500g
1457;Pescoco Frango Frangoiano Resfriado;R$ 5,99/kg;A partir de 500g
1458;Aurora Linguiça de Frango;R$ 26,90;800 g
1459;Pé Frango Resfriado Frangoiano;R$ 10,90/kg;A partir de 500g
1460;Super Frango Coxinha da Asa Super Frango;R$ 15,90;1 Kg
1461;Seara Frango À Passarinho Temperado Congelado;R$ 13,90;8 g
1462;Coxinha da Asa Frango Resfriada;R$ 14,90/kg;A partir de 500g
1463;Super Frango Empanado de Frango em Tirinha;R$ 9,99;300 g
1464;Super Frango Meio Asa Congelado Bdj;R$ 29,90;1 Kg
1465;Filé Mignon Suíno Defumado Casarão Peça;R$ 59,90/kg;A partir de 1000g
1466;Aurora Filé de Tilápia Congelada;R$ 29,90;400 g
1467;Aurora Filé de Tilápia Congelado;R$ 47,90;800 g
1468;Frescatto Lombo de Atum sem Pele Resfriado Alfresco;R$ 23,90;400 g
1469;Friocenter Filé de Tilapia;R$ 29,90;400 g
1470;Peixe Filé Tilápia Boua 400 g;R$ 28,90;400 g
1471;Maris Camarão Descascado Congelado;R$ 32,90;200 g
1472;Costa Sul Postas Cação;R$ 49,90;800 g
1473;Iogurte Líquido Zero Lactose Corpus Amora E Maracujá 800G;R$ 14,90;800 g
1474;Tambaqui;R$ 21,90/kg;A partir de 500g
1475;Costa Sul Steak Peixe Empanado;R$ 4,49;100 g
1476;Peixinho Embalado Pedaço;R$ 39,90/kg;A partir de 500g
1477;Seara Bacon em Fatias Gourmet;R$ 29,90;250 g
1478;Aurora Bacon Defumado em Fatias;R$ 19,90;200 g
1479;Bife Pernil Suíno;R$ 26,90/kg;A partir de 500g
1480;Salgadinho Costelinha Com Limão Torcida Jr. 38 g;R$ 1,89;38 g
1481;Suina Orelha;R$ 11,90/kg;A partir de 600g
1482;Paineira Costela Suína Salgada com Osso;R$ 11,79;400 g
1483;Paineira Orelha Suína Salgada;R$ 9,99;330 g
1484;Toucinho;R$ 13,90/kg;A partir de 100g
1485;Paleta Suína Com Osso;R$ 12,90/kg;A partir de 600g
1486;Suino Pe;R$ 11,90/kg;A partir de 500g
1487;Suino Pernil Especial Sem Osso;R$ 21,90/kg;A partir de 500g
1488;Aurora Lombo Defumado Cozido Fatiado;R$ 8,49;180 g
1489;Sadia Linguiça Mista Cozida e Defumada Fininha;R$ 12,90;215 g
1490;Lombo Bem Leve Ft 18;R$ 4,79;1 Und
1491;Maris Camarão Sem Cabeça Cozido Congelado;R$ 49,90;400 g
1492;Costa Sul Kani Kama Congelado;R$ 19,90;200 g
1493;Colombina Cerveja Session IPA;R$ 8,99;1 X 355 mL
1494;Brahma Cerveja Duplo Malte Puro Malte 350 mL;R$ 4,49;1 X 350 mL
1495;Antarctica Cerveja Pilsen Original;R$ 3,59;1 X 269 mL
1496;Cerveja Devassa Puro Malte Lata 350ml;R$ 3,39;1 X 350 mL
1497;Skol Cerveja Pilsen;R$ 3,19;1 X 269 mL
1498;Império Cerveja Puro Malte;R$ 2,59;1 X 269.0 mL
1499;Colombina Cerveja Tesourinha;R$ 19,90;1 X 600 mL
1500;Colombina 1929 Cerveja;R$ 19,90;1 X 600 mL
1501;Cerveja Original, Pilsen, 350Ml, Lata;R$ 4,49;1 X 350 mL
1502;Skol Cerveja Pilsen;R$ 3,69;1 X 350 mL
1503;Império Cerveja Pilsen Puro Malte;R$ 2,99;1 X 350 mL
1504;Esmera de Goiás Cerveja Pilsen com Mandioca;R$ 2,49;1 X 350 mL
1505;Brahma Cerveja Duplo Malte;R$ 3,29;1 X 269 mL
1506;Itaipava Cerveja Pilsen;R$ 2,99;1 X 350 mL
1507;Brahma Cerveja Chopp Pilsen;R$ 3,89;1 X 350.0 mL
1508;Cerveja Bohemia, Puro Malte, 350Ml, Lata;R$ 3,79;1 X 350.0 mL
1509;ImperioCerveja Puro Malte Gold;R$ 4,49;1 X 210 mL
1510;Potiguar Chopp Triplo Malte;R$ 12,90;1 X 1.5 L
1511;Imperio Cerveja Lager Long Neck Puro Malte;R$ 2,77;1 X 275 mL
1512;Cacildis Cerveja Puro Malte;R$ 4,49;1 X 350 mL
1513;Colombina Cerveja Pilsen Puro Malte;R$ 8,49;1 X 355 mL
1514;Itaipava Cerveja Pilsen Latão;R$ 3,79;1 X 473 mL
1515;Itaipava Cerveja 100% Puro Malte;R$ 3,19;1 X 350 mL
1516;Imperio Cerveja Lager;R$ 4,99;1 X 473. mL
1517;Cerveja Antarctica Subzero, Pilsen, 350Ml, Lata;R$ 3,29;1 X 350 mL
1518;Colombina Cerveja Weiss;R$ 19,90;1 X 600 mL
1519;Itaipava Cerveja Pilsen;R$ 2,69;1 X 269 mL
1520;Antarctica Cerveja Antartica Lata;R$ 3,49;1 X 350 mL
1521;Bohemia Cerveja Puro Malte;R$ 3,19;1 X 269 mL
1522;Imperio Cerveja Lager;R$ 3,49;1 X 350 mL
1523;Brahma Cerveja Malzbier;R$ 4,99;1 X 350 mL
1524;Imperio Cerveja Puro Malte Long Neck;R$ 3,79;1 X 275 mL
1525;Colombina Cerveja Pepper Lager;R$ 16,90;1 X 600 mL
1526;Colorado Cerveja Lager Ribeirão;R$ 13,90;1 X 600 mL
1527;Skol Beats Bebida Mista Alcoólica Senses;R$ 8,99;1 x 269 mL
1528;Cerveja Brahma Zero, 350Ml, Lata;R$ 3,99;1 X 350 mL
1529;Cerveja Colorado, Appia, 350Ml, Lata;R$ 6,99;1 X 350 mL
1530;Skol Cerveja Puro Malte;R$ 3,19;1 X 269 mL
1531;Brahma Cerveja Chopp Pilsen 269 mL;R$ 3,19;1 X 269.0 mL
1532;Black Princess Cerveja Puro Malte Gold;R$ 3,99;1 X 350 mL
1533;Caracu Cerveja Escura;R$ 4,99;1 X 350 mL
1534;Colombina Cerveja Ipa;R$ 19,90;1 X 600 mL
1535;Itaipava Cerveja Pilsen Zero Álcool;R$ 3,49;1 X 350 mL
1536;Cerpa Cerveja Prime;R$ 7,49;1 X 350 mL
1537;Schin Cerveja Pilsen;R$ 3,19;1 X 350.0 mL
1538;Beats Senses Drink Pronto;R$ 6,99;1 X 269 mL
1539;Antarctica Cerveja Pilsen;R$ 2,99;1 X 269 mL
1540;Itaipava Cervejapuro Malte 100% Malte Long Neck 330Ml Pac12;R$ 3,59;1 X 330 mL
1541;Itaipava Cerveja Malzbier;R$ 3,99;1 X 330 mL
1542;Imperio Cerveja Puro Malte;R$ 7,49;1 X 600 mL
1543;Colombina Cerveja Pilsen;R$ 13,90;1 X 600 mL
1544;Cerpa Cerveja Tijuca Puro Malte;R$ 6,49;1 X 350 mL
1545;Brahma Cerveja Chopp Pilsen Long Neck;R$ 4,99;1 X 355 mL
1546;Caracu Cerveja Long Neck;R$ 5,99;1 X 355 mL
1547;Colombina Cerveja Session Ipa;R$ 16,90;1 X 600 mL
1548;Cabaré Cerveja Puro Malte;R$ 3,79;1 X 350 mL
1549;Cerveja Devassa Puro Malte Lata 269ml;R$ 1,97;1 X 269 mL
1550;Itaipava Cerveja 100% Malte;R$ 2,69;1 X 269 mL
1551;Cacildis Cerveja Puro Malte;R$ 4,99;1 X 330 mL
1552;Cerveja Colorado Indica 350Ml;R$ 6,49;1 X 350 mL
1553;Heineken Cerveja Puro Malte Lager;R$ 6,99;1 X 330 mL
1554;Heineken Cerveja;R$ 4,49;1 X 269 mL
1555;Spaten Cerveja Puro Malte;R$ 4,99;1 X 350 mL
1556;Corona Cerveja Extra;R$ 7,49;1 X 330 mL
1557;Cerveja Budweiser, American Lager, 269Ml, Lata;R$ 3,19;1 X 269 mL
1558;Coronita Cerveja Pilsen Extra;R$ 4,99;1 X 210 mL
1559;Amstel Cerveja Lager Puro Malte;R$ 3,19;1 X 269 mL
1560;Spaten Cerveja Puro Malte Long Neck;R$ 6,49;1 X 355.0 mL
1561;Beck's Cerveja Puro Malte German Lager;R$ 5,49;8 X 350 mL
1562;Budweiser Cerveja Lager;R$ 4,49;1 X 350 mL
1563;Budweiser Cerveja American Lager Long Neck;R$ 5,49;1 X 330 mL
1564;Heineken Cerveja Lager Puro Malte;R$ 12,90;1 X 600 mL
1565;Stella Artois Cerveja Puro Malte;R$ 6,49;1 X 330 mL
1566;Beck's Cerveja Puro Malte Long Neck;R$ 6,49;1 X 330.0 mL
1567;Stella Artois Cerveja Puro Malte 350 mL;R$ 5,49;1 X 350 mL
1568;Petra Cerveja Puro Malte;R$ 3,39;12 X 350 mL
1569;Cerveja De Baixa Caloria Michelob Ultra, Sem Glúten, Lata 350Ml;R$ 4,99;1 X 350.0 mL
1570;Spaten Cerveja Puro Malte;R$ 3,59;1 X 269 mL
1571;Petra Cerveja Puro Malte;R$ 2,89;1 X 269.0 mL
1572;Budweiser Cerveja Zero Álcool;R$ 4,49;1 X 350 mL
1573;Sol Cerveja Premium Long Neck;R$ 6,99;1 X 330 mL
1574;Patagonia Cerveja Weisse;R$ 6,99;1 X 355 mL
1575;Patagonia Cerveja Weisse;R$ 6,49;1 X 350 mL
1576;Heineken Cerveja Zero;R$ 6,99;1 X 330 mL
1577;Patagonia Cerveja Pilsener;R$ 6,99;1 x 355 mL
1578;Patagonia Cerveja Amber Lager;R$ 6,49;1 X 350 mL
1579;Stella Artois Cerveja sem Glúten Puro Malte;R$ 6,49;24 X 330 mL
1580;Petra Cerveja Puro Malte;R$ 3,79;1 X 330 mL
1581;Patagonia Cerveja Weisse;R$ 14,90;1 X 740 mL
1582;Spaten Cerveja Munich Helles Puro Malte;R$ 8,99;1 X 600 mL
1583;Heineken Cerveja;R$ 5,99;1 X 350 mL
1584;Corona Cerveja Pilsen Extra;R$ 5,99;1 X 350 mL
1585;Cerveja Lager Zero Álcool Heineken Lata;R$ 6,39;1 X 350 mL
1586;Amstel Cerveja 350 mL;R$ 3,99;1 X 350.0 mL
1587;Budweiser Cerveja Zero Álcool Long Neck;R$ 5,49;1 X 330 mL
1588;Forno de Minas Pão de Queijo Coquetel;R$ 16,90;1 X 400 g
1589;Mccain Batata Congelada Smiles;R$ 15,90;1 X 400 g
1590;Seara Lasanha à Bolonhesa;R$ 21,90;1 X 600 g
1591;Sadia Batata Pré-Frita Palito Congelada;R$ 14,90;1 X 400 g
1592;Seara Lasanha à Bolonhesa;R$ 13,90;1 X 350 g
1593;Perdigão Lasanha Bolonhesa;R$ 16,90;1 X 600 g
1594;Sadia Coxinha da Asa Empanada;R$ 21,90;1 X 400 g
1595;Seara Lasanha 4 Queijos;R$ 21,90;1 X 600 g
1596;Tekitos Empanados à Base de Carne de Frango Sabor Queijo Orégano;R$ 10,90;1 X 300 g
1597;Mezzani Pão de Alho Tradicional;R$ 13,90;1 X 310.0 g
1598;Seara Lasanha Presunto e Queijo;R$ 21,90;1 X 600 g
1599;Rezende Pizza Calabresa;R$ 16,90;1 X 400 g
1600;Rezende Pizza Congelada Frango Com Requeijão;R$ 16,90;1 X 400 g
1601;Nissin Macarrão Instantâneo Hot Carne Desfiada com Pimenta;R$ 2,79;1 X 85 g
1602;Batata Boua Pré Fritas Congeladas 2 Kg;R$ 34,90;2 Kg
1603;Perdigão Macarrão Lasanha Frango com Bacon;R$ 16,90;1 X 600 g
1604;Seara Lasanha de Calabresa;R$ 21,90;1 X 600 g
1605;Ingrediente Feijoada Comersuínos;R$ 9,90/kg;500 g
1606;Mais Batata Batata Palito Pré-Fritas;R$ 16,90;1 X 1 Kg
1607;Yoki Canjica Amarela de Milho Munguzá;R$ 8,99;1 X 500 g
1608;Super Frango Empanados Chicken Tradicional;R$ 9,99;1 X 300 g
1609;Maria Mole Carrefour;R$ 4,89/u;Apróx 140g/und
1610;Palito Iracema;R$ 59,90/kg;200 g
1611;Seara Empanado Queijo Turma Da Monica;R$ 21,90;1 X 300 g
1612;Seara Lasanha de frango;R$ 21,90;1 X 600 g
1613;Donuts Leitinho;R$ 39,90/kg;300 g
1614;Kibon Sorvete de Baunilha com Cobertura de Chocolate;R$ 11,90;1 X 92.0 g
1615;Bacio Di Latte Gelato Pistacchio;R$ 39,90;1 X 490 mL
1616;Donuts Brigadeiro;R$ 54,90/kg;300 g
1617;Frooty Sorvete de Açaí;R$ 44,90;1 X 1.5 L
1618;Kibon Picolé Chicabon;R$ 6,99;1 X 62 g
1619;Creme Mel Sorvete Sabor Flocos;R$ 19,90;1 X 1.5 L
1620;Creme Mel Sorvete Sabor Napolitano;R$ 19,90;1 X 1.5 L
1621;Kibon Sorvete de Creme Cremosíssimo;R$ 31,90;1 X 1.5 L
1622;Danette Sobremesa Chocolate ao Leite;R$ 7,99;1 X 180 g
1623;Kibon Sorvete Cremosíssimo Napolitano;R$ 31,90;1.5 L
1624;Fruttare Picolé Sabor Limão Kibon;R$ 6,49;1 X 58 g
1625;Mr. Bey Petit Gateau Sabor Chocolate;R$ 26,90;1 X 240 g
1626;Kibon Sorvete de Flocos Cremosíssimo;R$ 31,90;1.5 L
1627;Kibon Sorvete Magnum Zero Açúcar;R$ 15,90;1 X 67 g
1628;Moça Picolé Feito com Leite Condensado;R$ 8,99;1 X 59.0 g
1629;Creme Mel Sorvete Abacaxi;R$ 19,90;1 X 1.5 L
1630;Kibon Picolé Sabor Uva Fruttare;R$ 6,49;1 X 59 g
1631;Kibon Sorvete Picolé Tablito;R$ 8,99;1 X 59 g
1632;Creme Mel Sorvete Sabor Creme;R$ 19,90;1 X 1.5 L
1633;Kibon Picolé Chicabon Zero Açúcar;R$ 5,99;1 X 63 g
1634;Danone Sobremesa Danette Chocolate Branco;R$ 15,90;1 X 540 g
1635;Nestlé Picolé Moça de Brigadeiro;R$ 8,49;1 X 63 g
1636;Kibon Sorvete Cornetto Crocante;R$ 10,90;1 X 60 g
1637;Io-iô Chocolate Hersheys Mix Choco;R$ 6,49;1 X 41.9 g
1638;Kibon Picolé Fruttare Coco;R$ 6,99;1 X 60 g
1639;Creme Mel Sorvete de Chocolate Clássico;R$ 19,90;1 X 1.5 L
1640;Kibon Picolé Magnum de Baunilha com Chocolate Branco;R$ 14,90;1 X 78 g
1641;Creme Mel Sorvete Coco;R$ 19,90;1 X 1500 mL
1642;Kibon Picolé Nutablito Max Avelã;R$ 8,99;1 X 64 g
1643;Batavo Bebida Lactea De Morango E Pessego;R$ 6,99;540 g
1644;Kibon Sorvete Cornetto Cartucho;R$ 9,49;1 X 62 g
1645;Chocolate Ioiocremoso;R$ 16,90;1 X 180 g
1646;Kibon Sorvete Unicornetto;R$ 9,99;1 X 90 mL
1647;Pudim em pó Royal Baunilha 50g;R$ 3,89;1 X 50 g
1648;Crock Mel Creme Mel Sorvete;R$ 22,90;1 X 1.5 L
1649;Yoki Mousse Sabor Morango;R$ 14,90;1 X 70 g
1650;Coco Leve Gelo para Drink Maracujá;R$ 4,99;1 X 190 g
1651;Yoki Sorvete Em Pó Morango;R$ 10,90;1 X 150 g
1652;Kibon Magnum Sorvete Chocolate Ruby x 90Ml;R$ 15,90;1 x 71 g
1653;Sublimel Sorvete Creme Mel Black;R$ 22,90;1 X 1.5 L
1654;Kibon Sorvete Magnum Clássico;R$ 12,90;1 X 69 g
1655;Yoki Pó Para Sorvete Sabor Creme;R$ 10,90;1 X 150 g
1656;Kibon Sorvete Sorvete Doce de Leite Mini;R$ 11,90;1 x 92 g
1657;Kibon Mini Sorvete Chicabon Cobertura Chocolate;R$ 11,90;1 x 92 g
1658;Frooty Açaí com Guaraná Sabor Banana com Granola;R$ 14,90;1 X 200 mL
1659;Yoki Pipoca para Micro Ondas;R$ 5,99;1 X 100 g
1660;Yoki Milho para Pipoca;R$ 6,49;1 X 500 g
1661;Velly Pipoca Micro-ondas Manteiga;R$ 3,39;1 X 90 g
1662;Yoki Pipoca para Micro-ondas Cobertura de Caramelo;R$ 8,99;1 X 160 g
1663;Velly Pipoca Microondas Bacon;R$ 3,39;90 g
1664;Yoki Pipoca para Micro-Ondas Natural com Sal;R$ 6,99;1 X 90 g
1665;Yoki Pipoca para Micro-Ondas Sabor Manteiga Premium;R$ 6,99;1 X 90 g
1666;Kodilar Milho para Pipoca Pipocão;R$ 7,99;1 X 500 g
1667;Paulista Milho Para Pipoca Premium;R$ 6,49;1 X 500 g
1668;Yoki Pipoca Para Micro Com Cobertura Chocolate;R$ 8,99;1 X 160 g
1669;Kodilar Milho para Pipoca;R$ 7,99;1 X 500.0 g
1670;Velly Pipoca Microondas Nat;R$ 3,39;1 X 90 g
1671;Yoki Pipoca para Micro-Ondas Bacon;R$ 5,99;1 X 100 g
1672;Velly Pipoca Natural com Sal;R$ 3,39;1 X 90 g
1673;Kodilar Pipoca Microonda Temperada;R$ 4,49;1 X 100 g
1674;Kodilar Pipoca Micro-ondas Manteiga de Cinema;R$ 4,49;1 X 100 g
1675;Pop Up Pipoca Especial Sabor Chocolate;R$ 6,99;1 X 50 g
1676;Kodilar Pipocao De Microondas Queijo;R$ 4,49;100 g
1677;Kodilar Pipoca De Microondas Pipocão Natural Com Sal;R$ 4,49;100 g
1678;Marshmallows Pipoca Doce Fini;R$ 10,90;80 g
1679;Pipoca Micremevelly 4 Qjosem;R$ 2,69;90 g
1680;Arcor Bala Mastigável 7 Belo Sabor Framboesa;R$ 5,99;1 X 150 g
1681;Florestal Bala Mastig Und Sortida;R$ 13,90;380 g
1682;Chiclete Trident Max Hortelã Fresca Sem Açúcar 16,5g com 5 unid.;R$ 4,99;1 X 16.5 g
1683;Trident Chiclete de Menta;R$ 2,99;1 X 168.0 g
1684;Mentos Goma de Mascar Pure Fresh sem Açúcar;R$ 18,90;1 X 56 g
1685;Trident Sabor Melancia;R$ 2,99;1 X 5 Und
1686;Fini Gelatinas Dentaduras Morango e Framboesa;R$ 9,99;1 X 90 g
1687;Butter Toffees Balas Sabor Chocolate;R$ 6,99;1 X 130 g
1688;Fini Bala de Gelatina Beijos de Morango;R$ 9,99;1 X 90 g
1689;Skittles Bala Original;R$ 5,99;1 X 38.0 g
1690;Erlan Bala Toffee Leite Premium;R$ 3,99;1 X 100 g
1691;Trident Goma de Mascar Max Bluberry;R$ 4,99;1 X 16.5 g
1692;Chiclete Bubbaloo Morango 5 g - Pacote Com 10 Unidades;R$ 3,39;1 X 50.0 g
1693;Mentos Goma de Mascar Sabor Menta e Tutti Frutti sem Açúcar;R$ 18,90;1 X 56 g
1694;Erlan Bala Recheada;R$ 3,99;1 X 100 g
1695;Bala Halls Extra Forte 27g;R$ 2,99;1 X 27.5 g
1696;Erlan Balas Mastigáveis Sortidas;R$ 3,99;1 X 100 g
1697;Mentos Bala Iogurte de Morango;R$ 3,39;1 X 38.0 g
1698;Fini Bala Tubes Azedinhos Sabor Morango e Nata;R$ 9,99;1 X 80 g
1699;Mentos Pastilha Fruits;R$ 3,39;1 X 38.0 g
1700;Erlan Bala de Morango Cestinha;R$ 3,99;1 X 100 g
1701;Arcor Bala Butter Toffees Sabor Leite Milk;R$ 6,99;1 X 100 g
1702;Bubbaloo Chiclete Tutti-Frutti;R$ 2,99;1 X 50 g
1703;Mentos Confeitos Mastigáveis Mint Sabor de Menta;R$ 3,39;1 X 37.5 g
1704;Dadinho Bala Doce de Amendoim;R$ 9,99;1 X 90 g
1705;Fini Bala de Gelatina Ursinhos Brilho;R$ 9,99;1 X 100 g
1706;Mentos Pastilha Mint Menta Zero Açúcar;R$ 17,90;1 X 35 g
1707;Fini Bala Tubes Morango e Nata;R$ 9,99;1 X 80 g
1708;Fruit-Tella Bala Swirl Morango Com Creme;R$ 3,29;1 X 45 g
1709;Tic Tac Pastilha Sabor Laranja;R$ 3,19;1 X 14.5 g
1710;Mentos Pote Pure Fresh Verde;R$ 18,90;56 g
1711;Mentos Goma de Mascar Pure Fresh Mint sem Açúcar;R$ 2,59;1 X 9.0 g
1712;Tic Tac Pastilha de Menta;R$ 3,19;1 X 14.5 g
1713;Dori Bala Chiclete Bolete;R$ 6,99;1 X 100 g
1714;Mentos Confeitos Sabor Tutti Frutti;R$ 3,79;1 X 37.5 g
1715;Fini Bala de Gelatina Sabor Banana;R$ 9,99;1 X 90 g
1716;Skittles Bala Original;R$ 11,90;1 X 95 g
1717;Trident Goma de Mascar X Senses Morango Lime Zero Açúcar;R$ 17,90;1 X 28 Und
1718;Fini Gelatinas Aros Azedinhos Sabor Morango;R$ 9,99;1 X 90 g
1719;Cheez-It Salgadinho Parmesão;R$ 3,49;65 g
1720;Fruit-Tella Balas Sortidas Fruit Mix;R$ 8,49;1 X 92 g
1721;7 Belo Arcorbala Iogurte;R$ 5,49;1 X 100.0 g
1722;Chiclete Trident Menta 25,2g - Embalagem Econômica 14 unid.;R$ 5,99;1 X 25.2 g
1723;Mentos Goma de Mascar sem Açúcar Pure White;R$ 18,90;1 X 56 g
1724;Chiclete Trident XSenses Morango Lime Sem Açúcar Garrafa 54g;R$ 17,90;1 X 54 g
1725;Mentos Bala Sabores Sortidos Novo Rainbow;R$ 3,39;1 X 37.5 g
1726;Butter Toffees Bala Chokko Trufa;R$ 6,99;1 X 130 g
1727;Fini Bala de Gelatina Amoras;R$ 9,99;1 X 90.0 g
1728;Mentos Bala Frutas Vermelhas;R$ 3,39;1 X 38 g
1729;Skittles Bala Mastigável Wild Berry;R$ 5,99;1 X 38 g
1730;Mentos Goma de Mascar de Menta Pure Fresh;R$ 2,59;1 X 8.5 g
1731;Fini Bala Gelatina Tubes Morango;R$ 3,19;1 X 27 g
1732;Tic Tac Pastilhas Sabor Morango;R$ 3,19;1 X 14.5 g
1733;Dadinho Duo Doce De Amendoim;R$ 10,90;1 X 90 g
1734;Fini Gomas de Mascar Chicle Ovos de Dinossauro Azedinhos;R$ 9,99;1 X 80 g
1735;Trident Goma Morango;R$ 2,99;1 X 8 g
1736;Fini Marshmallows Torção Sabor Baunilha;R$ 10,90;1 X 80.0 g
1737;Mentos Goma de Mascar Sabor Morango Pure Fresh;R$ 18,90;1 X 56 g
1738;Fini Marshmallow Morango;R$ 10,90;1 X 80 g
1739;Trident Chiclete XSenses Intense sem Açúcar;R$ 2,99;1 X 8 g
1740;Chocolate Lacta Caixa de Variedades Favoritos 250 g;R$ 15,90;1 X 250.6 g
1741;Kinder Chocolate Barrinhas;R$ 10,90;1 X 4 Und
1742;Snickers Biscoito de Chocolate;R$ 4,99;1 X 45.0 g
1743;Nutella Wafer Ferrero B-Ready;R$ 4,49;1 X 22.0 g
1744;Nestlé Tablete Chocolate Crunch;R$ 9,99;1 X 80.0 g
1745;Kit Kat Chocolate Branco;R$ 3,79;1 X 42.0 g
1746;Twix Chocolate;R$ 4,99;1 X 40 g
1747;Ouro Branco Chocolate;R$ 1,49;1 X 20.0 g
1748;Kinder Barrinha Chocolate Bueno White Leite e Avelãs;R$ 9,99;1 X 39.0 g
1749;Garoto Chocolate ao Leite Baton;R$ 1,99;1 X 16 g
1750;Amandita Wafer com Recheio de Creme de Cacau;R$ 17,90;1 X 200 g
1751;Milka Chocolate Bubbly Alpine Milk Aerado;R$ 19,90;1 X 90.0 g
1752;M&M's Confeito de Chocolate ao Leite;R$ 17,90;1 X 148.0 g
1753;Lindt Chocolate Amargo 70% Cacau;R$ 37,90;1 X 100.0 g
1754;KITKAT® Chocolate Mini Moments Cookies Cream;R$ 4,99;1 X 34.6 g
1755;Bis Wafer Xtra Oreo com Recheio de Chocolate Branco;R$ 3,19;1 X 45 g
1756;Lacta Chocolate ao Leite;R$ 14,90;1 X 165 g
1757;Garoto Chocolate Crocante;R$ 2,89;1 X 25 g
1758;Kinder Chocolate Recheado Bueno;R$ 10,90;1 X 43 g
1759;Nestle Chocolate ao Leite com Biscoito Chocolate e Baunilha;R$ 9,99;1 X 90 g
1760;Garoto Chocolate Talento Dark Nibs De Cacau;R$ 6,99;1 X 75 g
1761;Nestlé Chocolate Classic ao Leite;R$ 10,90;1 X 150.0 g
1762;Nestlé Galak Chocolate Branco;R$ 9,99;1 X 80 g
1763;KitKat Chocolate Mini Moments Caramel;R$ 4,99;1 X 34.6 g
1764;Nestlé Chocolate ao Leite Classic;R$ 9,99;1 X 80 g
1765;Bis Oreo 100,8g;R$ 7,99;1 X 100.8 g
1766;Kit Kat Chocolate ao Leite;R$ 3,79;1 X 41.5 g
1767;Snickers Chocolate Dark;R$ 4,99;1 X 42 g
1768;Chocolate Lacta Ao Leite 80g;R$ 5,59;1 X 80 g
1769;Nestlé Chocolate Classic Meio Amargo 40% Cacau;R$ 9,99;1 X 80 g
1770;Kinder Chocolate ao Leite;R$ 14,90;1 X 75.0 g
1771;Bis Black Chocolate Lacta;R$ 5,29;1 X 100 g
1772;Garoto Chocolate Caribe Recheado com Banana;R$ 2,99;1 X 28 g
1773;Kinder Chocolate Tronky;R$ 4,49;1 X 18.0 g
1774;Garoto Negresco Barra De Chocolate Branco;R$ 4,89;1 X 90 g
1775;Dori Chocolate Granulado;R$ 12,90;1 X 215 g
1776;Dori Amendoim Sabor Chocolate;R$ 7,49;1 X 100 g
1777;Suflair Nestlé Chocolate;R$ 5,99;1 X 50 g
1778;Nestlé Chocolate Prestígio;R$ 2,99;1 X 33 g
1779;Chocolate branco Laka Oreo 80g;R$ 5,59;1 X 80 g
1780;Nestlé Caixa de Bombom Especialidades;R$ 16,90;1 X 251 g
1781;Chocolate Lacta ao Leite com Recheio de Oreo 90g;R$ 8,49;1 X 90 g
1782;Snickers Chocolate Duo;R$ 7,99;1 X 78 g
1783;Nestlé Chocolate Tablete Classic Duo;R$ 9,99;1 X 80 g
1784;M&M's Confeitos de Chocolate Recheados com Amendoim;R$ 17,90;1 X 148 g
1785;Hershey's Chocolate Special Dark Aerado;R$ 14,90;1 X 85 g
1786;Talento Chocolate ao Leite com Avelãs;R$ 9,49;1 X 85 g
1787;Talento Chocolate Dark 50% Cacau Caramelo Salgado;R$ 6,99;1 X 75 g
1788;Garoto Bombons Garotices Sortidos;R$ 14,90;1 X 250 g
1789;Hershey's Chocolate Branco Cookies N'Creme;R$ 9,99;1 X 77 g
1790;Charge Bombom de Chocolate;R$ 2,89;1 X 40 g
1791;Chocolate 5 Star 40g;R$ 3,49;1 X 40.0 g
1792;Trento Chocolate Branco Dark;R$ 2,99;32 g
1793;Ferrero Rocher Bombom de Chocolate;R$ 34,90;1 X 100 g
1794;Trento Chocolate Avelãs;R$ 2,99;32 g
1795;Nestlé Chocolate ao Leite Recheio de Amendoim e Biscoito;R$ 9,99;1 X 90 g
1796;Lacta Bis Branco;R$ 5,29;1 X 100.8 g
1797;Lacta Intense Chocolate Amargo 60% Cacau Original;R$ 11,90;1 X 85 g
1798;Chocolate Milka Avelã 100G;R$ 14,90;1 X 100 g
1799;Kit Kat Chocolate Dark Nestlé;R$ 3,79;1 X 42.0 g
1800;Rapadura Eldorado Mamao C Amendoim 500g;R$ 7,99;500 g
